Message,Message_Token,Message_Tagged,Hatespeech_Level,Hatespeech,Sentiment,hatx,Emotion
พม่านี้เบียดเบียนไทยไม่มีสิ้นสุด สมัยข้าศึกก็มาตีไทย สมัยนี้ก็เข้ามาหางาน ตอนที่ไทยโควิดระบาดทะยอยกันกลับบ้านแทบเป็นแทบตาย ไงตอนนี้จะเข้ามาแล้วเรียกร้อง มึงคิดมั่งมั้ยว่าเศรษฐกิจบ้านกูมันแย่แค่ไหน ลำพังประเทศไทยก็ไม่มีจะกินแล้ว มึงพากันมีความรู้เรื่องเศรษฐกิจไทยปะเนี่ย เขารู้กันทั้งโลกโว้ย,พม่า|นี้|เบียดเบียน|ไทย|ไม่มี|สิ้นสุด| |สมัย|ข้าศึก|ก็มา|ตี|ไทย| |สมัยนี้|ก็|เข้ามา|หางาน|ตอนที่ไทย|โค|วิด|ระบาด|ทะ|ย|อย|กัน|กลับบ้าน|แทบ|เป็น|แทบตาย| |ไง|ตอนนี้|จะเข้ามา|แล้ว|เรียกร้อง|มึงคิด|มั่ง|มั้ย|ว่า|เศรษฐกิจ|บ้าน|กู|มันแย่|แค่ไหน| |ลําพัง|ประเทศไทย|ก็ไม่มี|จะกิน|แล้ว|มึงพากัน|มีความรู้|เรื่อง|เศรษฐกิจ|ไทย|ปะ|เนี่ย|เขารู้กัน|ทั้งโลก|โว้ย,#พม่า|นี้|#เบียดเบียน|#ไทย|#ไม่มี|#สิ้นสุด| |สมัย|ข้าศึก|ก็มา|ตี|ไทย| |สมัยนี้|ก็|เข้ามา|หางาน|ตอนที่ไทย|โค|วิด|ระบาด|ทะ|ย|อย|กัน|กลับบ้าน|แทบ|เป็น|แทบตาย| |ไง|ตอนนี้|จะเข้ามา|แล้ว|เรียกร้อง|มึงคิด|มั่ง|มั้ย|ว่า|เศรษฐกิจ|บ้าน|กู|มันแย่|แค่ไหน| |#ลําพัง|#ประเทศไทย|#ก็ไม่มี|#จะกิน|#แล้ว|มึงพากัน|มีความรู้|เรื่อง|เศรษฐกิจ|ไทย|ปะ|เนี่ย|เขารู้กัน|ทั้งโลก|โว้ย,-1,Hatespeech,Negative,#พม่า นี้ #เบียดเบียน #ไทย #ไม่มี #สิ้นสุด   สมัย ข้าศึก ก็มา ตี ไทย   สมัยนี้ ก็ เข้ามา หางาน ตอนที่ไทย โค วิด ระบาด ทะ ย อย กัน กลับบ้าน แทบ เป็น แทบตาย   ไง ตอนนี้ จะเข้ามา แล้ว เรียกร้อง มึงคิด มั่ง มั้ย ว่า เศรษฐกิจ บ้าน กู มันแย่ แค่ไหน   #ลําพัง #ประเทศไทย #ก็ไม่มี #จะกิน #แล้ว มึงพากัน มีความรู้ เรื่อง เศรษฐกิจ ไทย ปะ เนี่ย เขารู้กัน ทั้งโลก โว้ย,disagreeable
เอิ่มอีพม่า เข้ามาอยู่ในประเทศเขาเเล้วจะนำความเดือดร้อนนู้นนี่มาอีกนะ ล่าสุดพังกำแพงหนี!!! เกินไปป่ะถามจริง มึงจะตายก็ให้ตายคนเดียวไปอย่าเอาความเดือนร้อนมาให้คนอื่น,เอิ่ม|อี|พม่า| |เข้ามา|อยู่ใน|ประเทศ|เขา|เเล้ว|จะนํา|ความ|เดือดร้อน|นู้น|นี่|มา|อีกนะ|ล่าสุดพัง|กําแพง|หนี| |เกินไป|ป่ะ|ถามจริง|มึงจะตาย|ก็|ให้ตาย|คนเดียว|ไป|อย่าเอา|ความ|เดือน|ร้อน|มา|ให้คนอื่น,เอิ่ม|#อีพม่า| |เข้ามา|อยู่ใน|ประเทศ|เขา|แล้ว|จะนํา|ความ|เดือดร้อน|นู้น|นี่|มา|อีกนะ|ล่าสุดพัง|กําแพง|หนี| |เกินไป|ป่ะ|ถามจริง|#มึงจะตาย|#ก็|#ให้ตาย|#คนเดียว|ไป|อย่าเอา|ความ|เดือน|ร้อน|มา|ให้คนอื่น,-1,Hatespeech,Negative,เอิ่ม #อีพม่า   เข้ามา อยู่ใน ประเทศ เขา แล้ว จะนํา ความ เดือดร้อน นู้น นี่ มา อีกนะ ล่าสุดพัง กําแพง หนี   เกินไป ป่ะ ถามจริง #มึงจะตาย #ก็ #ให้ตาย #คนเดียว ไป อย่าเอา ความ เดือน ร้อน มา ให้คนอื่น,Anger
เค้ารู่ตัวคนลักลอบ เอาแรงงานพม่าเข้ามา เป็นเครือญาติ รุ้จัก ประยุทธ ทั้งนั้น ทำไมไม่จัดการ https://www.facebook.com/374295499351244/posts/3663816303732464/?d=n,เค้ารู|่|ตัว|คน|ลักลอบ|เอาแรงงาน|พม่า|เข้ามา| |เป็น|เครือญาติ| |รุ้|จัก| |ประยุทธ| |ทั้งนั้น|ทําไมไม่จัดการ,,0,Nonhatespeech,Positive,,Others
ทุกคนที่ออกมาพูดว่าคนไทยเกลียดพม่าเราไม่ได้เกลียดแต่ไม่ชอบที่ลักลอบเข้ามาโดยมีขบวนการค้ามนุษย์นำเข้ามทุกสื่อก็ประโคมข่าวหาว่าอย่ารังเกียจเขาเพราะเขามาช่วยขับเคลื่อนเศรษฐกิจของเราคือเบี่ยงเบนประเด็นเรื่องการเข้ามาแบบผิดกฎหมายลองคนไทยเข้าไปแบบผิดกฎหมายที่นั้นดูสิและแพร่เชื้อโรคแบบที่เราเจอคิดว่าเขาจะมายกยอบุญคุณท่วมฟ้ามหาสมุทรในความดีที่เราไปทำงานแบบผิดกฎหมายบ้านเมืองเขาแบบนี้หรือเปล่า คงมีแต่ที่ไทยนี่แหละหนึ่งเดียวในจักรวาลที่คนทำผิดกลับมีบุญคุณล้นฟ้า มันคือการสนับสนุนการค้ามนุษย์ชัดๆเลย ให้เขาเข้ามาแบบถูกต้องรัฐก็ได้เงินและคุมโรคได้,ทุกคนที่ออกมา|พูดว่า|คนไทย|เกลียด|พม่า|เราไม่ได้|เกลียด|แต่|ไม่ชอบ|ที่|ลักลอบ|เข้ามา|โดยมี|ขบวนการ|ค้ามนุษย์|นําเข้า|ม|ทุก|สื่อ|ก็|ประ|โคม|ข่าว|หาว่า|อย่า|รังเกียจ|เขา|เพราะเขา|มาช่วย|ขับเคลื่อน|เศรษฐกิจ|ของเรา|คือ|เบี่ยงเบน|ประเด็น|เรื่องการ|เข้ามา|แบบ|ผิดกฎหมาย|ลอง|คนไทย|เข้าไป|แบบ|ผิดกฎหมาย|ที่|นั้น|ดูสิ|และ|แพร่|เชื้อโรค|แบบที่|เราเจอ|คิดว่าเขา|จะมา|ยก|ยอ|บุญคุณ|ท่วม|ฟ้า|มหาสมุทร|ใน|ความดี|ที่เรา|ไปทํางาน|แบบ|ผิดกฎหมาย|บ้านเมือง|เขา|แบบนี้|หรือเปล่า|คงมีแต่|ที่ไทย|นี่แหละ|หนึ่งเดียว|ใน|จักรวาล|ที่|คน|ทําผิด|กลับ|มี|บุญคุณ|ล้น|ฟ้า|มันคือการ|สนับสนุน|การ|ค้ามนุษย์|ชัดๆ|เลย| |ให้เขา|เข้ามา|แบบ|ถูกต้อง|รัฐ|ก็ได้|เงิน|และ|คุม|โรค|ได้,,0,Nonhatespeech,Positive,,Others
การปฏิวัติของเราจะไม่มีการแบ่งแยกแผ่นดินส่วนใดส่วนหนึ่งออกไปเราจะอยู่ร่วมกันเป็นเครือญาติพี่น้องเท่าเทียมในกองทัพลูกหลานเราก็ได้รักการศึกษาเท่าเทียมกันหมดประชาชนเราก็ต้องดูแลเท่าเทียมกันจะไม่มีการแบ่งแบ่งแยกวิญญาณออกภายใต้การนำระบบคอมมิวนิสต์โซเวียตของเราหากใครไม่พึงพอใจไม่พึงประสงค์ก็ไปเข้าร่วมเข้าร่วมกับรัฐบาลพม่าได้เราไม่ว่าอะไรในความคิดอุดมการณ์สมบัติในชาติที่มีค่ามันเป็นศาสนาของเรามูลค่าไม่อาจประเมินได้เราช่วยกันร่วมมือกันปกป้องไว้,การปฏิวัติ|ของเรา|จะไม่มี|การแบ่งแยก|แผ่นดิน|ส่วน|ใด|ส่วนหนึ่ง|ออกไป|เราจะ|อยู่|ร่วมกัน|เป็น|เครือญาติ|พี่น้อง|เท่าเทียม|ใน|กองทัพ|ลูกหลาน|เราก็|ได้|รัก|การศึกษา|เท่าเทียม|กันหมด|ประชาชน|เราก็ต้อง|ดูแล|เท่าเทียม|กัน|จะไม่มีการ|แบ่ง|แบ่งแยก|วิญญาณ|ออก|ภายใต้การ|นํา|ระบบ|ค|อมมิวนิสต์|โซเวียต|ของเรา|หากใคร|ไม่|พึงพอใจ|ไม่|พึงประสงค์|ก็ไป|เข้าร่วม|เข้าร่วม|กับ|รัฐบาลพม่า|ได้|เรา|ไม่ว่าอะไร|ในความคิด|อุดมการณ์|สมบัติ|ใน|ชาติ|ที่มีค่า|มันเป็น|ศาสนา|ของเรา|มูลค่า|ไม่อาจ|ประเมิน|ได้|เรา|ช่วยกัน|ร่วมมือกัน|ปกป้อง|ไว้,,1,Nonhatespeech,Neutral,,trust
ตายๆๆพม่าแพร่เชื้อแต่คนไทยลำบาก,ตาย|ๆๆ|พม่า|แพร่|เชื้อ|แต่|คนไทย|ลําบาก,#ตาย|ๆๆ|#พม่า|#แพร่|#เชื้อ|แต่|#คนไทย|#ลําบาก,-1,Hatespeech,Negative,#ตาย ๆๆ #พม่า #แพร่ #เชื้อ แต่ #คนไทย #ลําบาก,Anger
ปล่อยให้แม่งมึงตายห่าไปเลยพม่า,ปล่อยให้|แม่ง|มึง|ตายห่า|ไปเลย|พม่า,#ปล่อยให้|#แม่ง|#มึง|#ตายห่า|#ไปเลย|#พม่า,-1,Hatespeech,Negative,#ปล่อยให้ #แม่ง #มึง #ตายห่า #ไปเลย #พม่า,Anger
น่าสงสารคะ่ทางพม่าน่าจะเข้ามาช่วยเหลือพวกเขานะคะ่น่าเห็นใจแล้วเอาพวกเขามาทิ้งแบบนี้??,น่าสงสาร|คะ|่|ทาง|พม่า|น่าจะ|เข้ามา|ช่วยเหลือ|พวกเขา|นะคะ|่|น่าเห็นใจ|แล้วเอา|พวกเขา|มา|ทิ้ง|แบบนี้,,1,Nonhatespeech,Neutral,,trust
Somjit Akethongbua คุณสมจิตรติดอีกหรือค่ะโควิคแย่ๆนะน่ากล้วพวกพม่ามากจะตาย,คุณสม|จิตร|ติด|อีก|หรือ|ค่ะ|โค|วิค|แย่ๆ|นะ|น่า|ก|ล้ว|พวก|พม่า|มาก|จะตาย,คุณ|สมจิตร|ติด|อีก|หรือ|ค่ะ|โควิด|แย่ๆ|นะ|น่า|#กลัว|#พวก|#พม่า|มาก|จะตาย,-1,Hatespeech,Positive,คุณ สมจิตร ติด อีก หรือ ค่ะ โควิด แย่ๆ นะ น่า #กลัว #พวก #พม่า มาก จะตาย,Sadness
น่าสงสารคนพม่าครับ เขาจากบ้านมาเพื่อหาเงินเลี้ยงครอบครัวเขา ลูกๆเขารอแม่พ่อกลับบ้านเพื่อกินขนมอยู่ที่บ้าน,น่าสงสาร|คน|พม่า|ครับ|เขาจากบ้าน|มาเพื่อ|หาเงิน|เลี้ยง|ครอบครัว|เขา| |ลูกๆ|เขา|รอ|แม่|พ่อ|กลับบ้าน|เพื่อ|กิน|ขนม|อยู่|ที่บ้าน,,1,Nonhatespeech,Neutral,,trust
พอลำบากก้อจะมาขอร้องงอ้อนวอน ตอนไล่ฆ่าโรฮิงยากูเห็นพวกมึงม่สงสารเค้าเลย อีพม่า,พอลําบาก|ก้อ|จะมา|ขอร้อง|ง|อ้อนวอน|ตอนไล่|ฆ่า|โรฮิงยา|กู|เห็น|พวกมึง|ม่|สงสาร|เค้า|เลย|อีพม่า,พอลําบาก|ก้อ|จะมา|ขอร้อง|ง|อ้อนวอน|#ตอนไล่|#ฆ่า|#โรฮิงยา|#กู|#เห็น|#พวกมึง|#ม่|#สงสาร|#เค้า|#เลย|#อีพม่า,-1,Hatespeech,Negative,พอลําบาก ก้อ จะมา ขอร้อง ง อ้อนวอน #ตอนไล่ #ฆ่า #โรฮิงยา #กู #เห็น #พวกมึง #ม่ #สงสาร #เค้า #เลย #อีพม่า,Anger
ส่งต่างด้าวกลับไป มันก็ลักลอบหนีเข้ามาอีกประเทศมันยิ่งลำบากหนัก อยู่ไทยสบายกว่า เท่าที่เคยทำงานกันพวกนี้สันดานมันไม่เคยรักข้าวของๆคนไทยเลย ถึงจะมีบุญคุณกับมันขนาดไหนแม่งใช้ข้าวของๆคนไทยแบบว่าพังช่างมันไม่ใช่ของกรุ(พม่า) ...พวกเหี่ยนี้ไม่รักแผ่นดินไทยหรอก..คิดซิ มีอย่างเดียว ยิงทิ้งให้หมดถ้าเห็น เลี้ยงไว้เป็นภาระประเทศ คนในประเทศยังอดๆอยากๆ แต่เมิงยังไปเลี้ยงดูไอ้พวกนี้อยู่ทั้งที่แม่งมาอยู่ประเทศเราทำประโยชน์แค่น้อยนิด แต่หาประโยชน์เข้าประเทศมันซ่ะเยอะแถมทำลายประเทศไทยอีก ถ้าเมิงยังคิดว่าพม่าซื่อสัตย์ต่อคนไทยน่ะ กรุว่าเมิงเอาตีนก่ายหน้าฝากคิดใหม่เลย,ส่ง|ต่างด้าว|กลับไป|มันก็ลักลอบ|หนี|เข้ามา|อีก|ประเทศ|มัน|ยิ่ง|ลําบาก|หนัก| |อยู่|ไทย|สบาย|กว่า|เท่าที่เคยทํางาน|กัน|พวกนี้|สันดาน|มัน|ไม่เคย|รัก|ข้าวของ|ๆ|คนไทย|เลย|ถึงจะมี|บุญคุณ|กับมัน|ขนาดไหน|แม่ง|ใช้|ข้าวของ|ๆ|คนไทย|แบบว่า|พัง|ช่าง|มันไม่ใช่|ของ|กรุ|พวกเห|ี่ย|นี้|ไม่รัก|แผ่นดิน|ไทย|หรอก|คิด|ซิ|มีอย่างเดียว| |ยิง|ทิ้ง|ให้หมด|ถ้า|เห็น| |เลี้ยงไว้|เป็นภาระ|ประเทศ|คนในประเทศ|ยัง|อด|ๆ|อยาก|ๆ|แต่เมิง|ยัง|ไป|เลี้ยงดู|ไอ้พวก|นี้|อยู่|ทั้งที่|แม่ง|มาอยู่|ประเทศ|เราทํา|ประโยชน์|แค่|น้อยนิด|แต่หา|ประโยชน์|เข้าประเทศ|มัน|ซ|่ะ|เยอะ|แถม|ทําลาย|ประเทศไทย|อีก|ถ้าเมิง|ยัง|คิดว่า|พม่า|ซื่อสัตย์|ต่อ|คนไทย|น่ะ| |กรุ|ว่า|เมิง|เอา|ตีน|ก่|า|ย|หน้า|ฝาก|คิด|ใหม่|เลย,#ส่ง|#ต่างด้าว|#กลับไป|มันก็|#ลักลอบ|#หนี|#เข้ามา|อีก|ประเทศ|มัน|ยิ่ง|#ลําบาก|หนัก| |อยู่|#ไทย|สบาย|กว่า|เท่าที่เคยทํางาน|กัน|พวกนี้|#สันดาน|มัน|ไม่เคย|รัก|ข้าวของ|ๆ|คนไทย|เลย|ถึงจะมี|บุญคุณ|กับมัน|ขนาดไหน|แม่ง|ใช้|ข้าวของ|ๆ|คนไทย|แบบว่า|#พัง|ช่าง|มันไม่ใช่|ของ|กู|#พวกเหี้ย|นี้|ไม่รัก|แผ่นดิน|ไทย|หรอก|คิด|ซิ|มีอย่างเดียว| |#ยิง|#ทิ้ง|#ให้หมด|ถ้า|เห็น| |#เลี้ยงไว้|#เป็นภาระ|ประเทศ|คนในประเทศ|ยัง|อด|ๆ|อยาก|ๆ|แต่มึง|ยัง|ไป|เลี้ยงดู|ไอ้พวก|นี้|อยู่|ทั้งที่|แม่ง|มาอยู่|ประเทศ|เรา|#ทํา|#ประโยชน์|#แค่|#น้อยนิด|แต่|#หา|#ประโยชน์|#เข้าประเทศ|#มัน|#ซะ|#เยอะ|แถม|#ทําลาย|#ประเทศไทย|อีก|ถ้ามึง|ยัง|คิดว่า|#พม่า|#ซื่อสัตย์|ต่อ|#คนไทย|น่ะ| |#กู|#ว่า|#มึง|#เอา|#ตีน|#ก่าย|#หน้า|#ผาก|#คิด|#ใหม่|#เลย,-1,Hatespeech,Negative,#ส่ง #ต่างด้าว #กลับไป มันก็ #ลักลอบ #หนี #เข้ามา อีก ประเทศ มัน ยิ่ง #ลําบาก หนัก   อยู่ #ไทย สบาย กว่า เท่าที่เคยทํางาน กัน พวกนี้ #สันดาน มัน ไม่เคย รัก ข้าวของ ๆ คนไทย เลย ถึงจะมี บุญคุณ กับมัน ขนาดไหน แม่ง ใช้ ข้าวของ ๆ คนไทย แบบว่า #พัง ช่าง มันไม่ใช่ ของ กู #พวกเหี้ย นี้ ไม่รัก แผ่นดิน ไทย หรอก คิด ซิ มีอย่างเดียว   #ยิง #ทิ้ง #ให้หมด ถ้า เห็น   #เลี้ยงไว้ #เป็นภาระ ประเทศ คนในประเทศ ยัง อด ๆ อยาก ๆ แต่มึง ยัง ไป เลี้ยงดู ไอ้พวก นี้ อยู่ ทั้งที่ แม่ง มาอยู่ ประเทศ เรา #ทํา #ประโยชน์ #แค่ #น้อยนิด แต่ #หา #ประโยชน์ #เข้าประเทศ #มัน #ซะ #เยอะ แถม #ทําลาย #ประเทศไทย อีก ถ้ามึง ยัง คิดว่า #พม่า #ซื่อสัตย์ ต่อ #คนไทย น่ะ   #กู #ว่า #มึง #เอา #ตีน #ก่าย #หน้า #ผาก #คิด #ใหม่ #เลย,Anger
ถ้าเป็นทหารแล้วบอกว่าทำเต็มที่แล้วถ้ามีสงครามจริงหารไทยคงถูกทหารพม่าฆ่าตายหมดแล้วถ้าเป็นแบบนี้เสียดายภาษีจริงๆ,ถ้าเป็นทหาร|แล้วบอกว่า|ทํา|เต็มที่|แล้ว|ถ้ามี|สงคราม|จริง|หาร|ไทย|คง|ถูก|ทหารพม่า|ฆ่า|ตาย|หมดแล้ว|ถ้า|เป็นแบบนี้|เสียดาย|ภาษี|จริงๆ,ถ้าเป็นทหาร|แล้วบอกว่า|ทํา|เต็มที่|แล้ว|#ถ้ามี|#สงคราม|#จริง|#ทหาร|#ไทย|#คง|#ถูก|#ทหาร|#พม่า|#ฆ่า|#ตาย|#หมดแล้ว|ถ้า|เป็นแบบนี้|#เสียดาย|#ภาษี|#จริงๆ,0,Nonhatespeech,Negative,ถ้าเป็นทหาร แล้วบอกว่า ทํา เต็มที่ แล้ว #ถ้ามี #สงคราม #จริง #ทหาร #ไทย #คง #ถูก #ทหาร #พม่า #ฆ่า #ตาย #หมดแล้ว ถ้า เป็นแบบนี้ #เสียดาย #ภาษี #จริงๆ,Anger
พม่าเผากรุง,พม่า|เผา|กรุง,#พม่า|#เผา|#กรุง,-1,Hatespeech,Negative,#พม่า #เผา #กรุง,disagreeable
ภาคประชาสังคมพม่า 60 องค์กรวอนอย่าแบ่งแยกผู้ติดเชื้อโควิด,ภาค|ประชาสังคม|พม่า| |องค์กร|วอน|อย่า|แบ่งแยก|ผู้|ติดเชื้อ|โค|วิด,,1,Nonhatespeech,Neutral,,trust
พวกเราเห็นใจคุณที่คุณรับแรงงานพม่าสาธุๆๆๆ,พวกเราเห็นใจ|คุณ|ที่คุณ|รับ|แรงงาน|พม่า|สาธุๆๆ|ๆ,,1,Nonhatespeech,Neutral,,trust
สงสารคนไทย สงสารตัวเอง ต้องมาเดือดร้อนเพราะแรงงานพม่าแบบนี้,สงสารคนไทย|สงสารตัวเอง| |ต้องมา|เดือดร้อน|เพราะ|แรงงาน|พม่า|แบบนี้,,1,Nonhatespeech,Neutral,,Sadness
สู้ๆครับพี่น้องชาวไทยและพี่น้องชาวพม่าและต่างชาติทุกคน..,สู้ๆครับ|พี่น้อง|ชาวไทย|และ|พี่น้อง|ชาวพม่า|และ|ต่างชาติ|ทุกคน,,1,Nonhatespeech,Neutral,,trust
ผีน้อยจะกลับมาไทยแม่งอย่างเยอะ แล้วทีไอ่พม่ามาทำพูดเป็นพี่น้องกัน. บรรลัยล่ะทีนี้พี่น้อง,ผี|น้อย|จะกลับมา|ไทย|แม่ง|อย่าง|เยอะ|แล้วที|ไอ่|พม่า|มาทํา|พูด|เป็น|พี่น้อง|กัน| |บรร|ลัย|ล่ะ|ทีนี้|พี่น้อง,,0,Nonhatespeech,Positive,,Others
เรารู้ต้นตอแล้ว เราจะกำจัดพวกมันแบบไหนถ้าเป็นสมัยโรมันก็ฆ่าทิ้งแต่ยุคสมัยนี้ควรส่งกลับไห้หมดท่าธุระกิจใดขาดแรงงานพม่าไม่ได้ก็ไห้ย้ายไปเปิดในพม่าเราเสียกรุงครั้งที่2เพราะมีทรราชตอนนี้เราก็กำลังเสียกรุงอีกครั้ง เพราะอะไร ... ..,เรารู้|ต้นตอ|แล้ว|เราจะกําจัด|พวกมัน|แบบไหน|ถ้าเป็น|สมัย|โรมัน|ก็|ฆ่า|ทิ้ง|แต่|ยุคสมัย|นี้|ควร|ส่งกลับ|ไห้|หมด|ท่า|ธุระ|กิจ|ใด|ขาด|แรงงาน|พม่า|ไม่ได้|ก็|ไห้|ย้ายไป|เปิด|ในพม่า|เรา|เสีย|กรุง|ครั้งที่|เพราะมี|ทรราช|ตอนนี้|เราก็|กําลัง|เสีย|กรุง|อีกครั้ง| |เพราะอะไร,เรารู้|ต้นตอ|แล้ว|เราจะ|#กําจัด|#พวกมัน|แบบไหน|ถ้าเป็น|สมัย|โรมัน|ก็|#ฆ่า|#ทิ้ง|แต่|ยุคสมัย|นี้|ควร|#ส่งกลับ|#ให้|#หมด|ท่า|ธุรกิจ|ใด|ขาด|#แรงงาน|#พม่า|ไม่ได้|ก็|ให้|ย้ายไป|เปิด|ในพม่า|เรา|เสีย|กรุง|ครั้งที่|เพราะมี|#ทรราช|ตอนนี้|เราก็|กําลัง|#เสีย|#กรุง|อีกครั้ง| |เพราะอะไร,-2,Hatespeech,Negative,เรารู้ ต้นตอ แล้ว เราจะ #กําจัด #พวกมัน แบบไหน ถ้าเป็น สมัย โรมัน ก็ #ฆ่า #ทิ้ง แต่ ยุคสมัย นี้ ควร #ส่งกลับ #ให้ #หมด ท่า ธุรกิจ ใด ขาด #แรงงาน #พม่า ไม่ได้ ก็ ให้ ย้ายไป เปิด ในพม่า เรา เสีย กรุง ครั้งที่ เพราะมี #ทรราช ตอนนี้ เราก็ กําลัง #เสีย #กรุง อีกครั้ง   เพราะอะไร,Anger
